result,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience
0,50,55,BRONZE_IV,58,17,16923,349,369,BRONZE_IV,38,17,18271,360,396,BRONZE_IV,48,16,15250,193,220,BRONZE_IV,24,15,13232,52,65,BRONZE_IV,82,14,12582,51,73,BRONZE_IV,41,18,19123,109,122,BRONZE_III,39,18,18745,111,113,BRONZE_IV,44,17,17073,216,240,BRONZE_III,17,18,19598,152,174,BRONZE_IV,60,14,12238
0,50,55,BRONZE_IV,58,14,12587,431,447,BRONZE_IV,31,11,7347,477,460,BRONZE_IV,50,13,10897,96,82,BRONZE_II,4,11,8437,12,53,IRON_IV,0,10,7280,143,152,BRONZE_III,61,16,15561,143,152,BRONZE_III,61,14,11907,188,190,BRONZE_IV,19,15,13834,54,86,BRONZE_II,0,13,10639,32,47,BRONZE_IV,0,12,9527
1,50,55,BRONZE_IV,58,16,14749,184,192,SILVER_III,13,15,14627,8,5,GOLD_IV,1,15,13704,97,106,SILVER_III,42,14,12131,151,148,SILVER_III,0,15,13440,240,275,SILVER_III,6,12,8736,26,45,SILVER_IV,0,13,10848,92,87,GOLD_IV,25,14,12968,358,363,SILVER_IV,73,13,10860,334,316,SILVER_IV,58,12,9937
0,50,55,BRONZE_IV,58,11,7464,215,206,SILVER_III,59,12,9200,8,5,GOLD_IV,1,12,9713,325,310,SILVER_III,75,10,6892,182,184,SILVER_III,15,9,5268,505,516,BRONZE_I,71,12,9097,51,39,SILVER_II,31,11,8242,38,22,SILVER_I,66,13,10286,272,275,SILVER_I,29,12,8785,137,110,GOLD_IV,0,11,8062
1,50,55,BRONZE_IV,58,17,16968,28,33,BRONZE_I,91,18,19369,8,5,GOLD_IV,1,17,17373,34,35,SILVER_IV,12,16,14979,32,46,SILVER_IV,68,15,13799,28,34,SILVER_IV,75,16,15013,314,316,SILVER_III,64,14,11630,216,208,SILVER_IV,93,15,14263,27,37,SILVER_IV,51,15,13903,28,34,SILVER_IV,61,13,10154
1,50,55,BRONZE_IV,58,16,14895,17,26,BRONZE_I,99,16,15980,8,5,GOLD_IV,1,14,12698,4,9,BRONZE_II,68,15,13636,40,47,SILVER_IV,75,13,11354,113,146,BRONZE_II,17,14,11627,14,17,BRONZE_I,61,13,10509,14,8,SILVER_II,54,14,11943,29,28,SILVER_III,69,13,10445,126,127,SILVER_III,32,12,8827
0,50,55,BRONZE_IV,58,15,13687,8,5,GOLD_IV,1,14,11793,43,46,SILVER_III,27,13,10489,29,24,BRONZE_II,75,12,8831,15,19,BRONZE_I,50,11,8340,15,19,BRONZE_I,50,14,12306,134,119,SILVER_III,34,16,15475,50,57,SILVER_III,13,16,15825,70,71,SILVER_II,76,15,13258,22,5,SILVER_IV,69,12,9605
1,149,165,BRONZE_I,48,18,23945,49,59,SILVER_IV,24,18,22549,164,153,BRONZE_I,100,18,26170,16,18,BRONZE_IV,30,18,21164,45,34,SILVER_III,29,18,23090,206,186,BRONZE_II,35,18,21290,262,269,BRONZE_II,70,18,22265,31,32,BRONZE_II,52,18,23697,90,100,BRONZE_II,42,17,17909,14,63,IRON_IV,0,16,15685
0,12,17,BRONZE_I,53,15,14304,170,173,SILVER_IV,30,14,11664,133,143,SILVER_IV,13,14,12385,16,18,BRONZE_IV,30,14,12032,45,34,SILVER_III,29,14,11582,41,41,BRONZE_IV,32,14,12800,10,10,BRONZE_I,37,16,16408,47,47,BRONZE_I,0,17,17787,114,126,BRONZE_III,9,15,13194,318,328,SILVER_IV,75,13,10888
1,12,17,BRONZE_I,53,15,14185,37,25,BRONZE_II,63,14,12942,133,143,SILVER_IV,13,15,14006,16,18,BRONZE_IV,30,12,9082,45,34,SILVER_III,29,12,9441,42,51,BRONZE_IV,52,12,8928,44,63,BRONZE_III,63,14,11515,15,18,BRONZE_II,46,12,9862,138,149,BRONZE_II,74,12,9713,28,44,BRONZE_II,79,11,7385
0,89,63,SILVER_III,28,18,19915,32,38,BRONZE_I,27,17,17095,102,100,SILVER_III,0,16,15726,16,18,BRONZE_IV,30,15,13805,45,34,SILVER_III,29,16,15440,193,210,BRONZE_II,22,18,20240,243,241,SILVER_III,54,17,17731,521,528,BRONZE_I,27,18,20879,96,124,SILVER_IV,0,18,20817,116,116,SILVER_III,69,16,16080
0,30,43,BRONZE_II,61,16,15778,37,20,SILVER_IV,80,17,16525,6,11,BRONZE_III,86,17,16627,16,18,BRONZE_IV,30,15,13730,45,34,SILVER_III,29,14,12369,187,179,BRONZE_IV,61,18,20587,187,179,BRONZE_IV,61,18,21643,19,30,BRONZE_IV,32,17,16533,132,126,BRONZE_III,62,15,13907,33,21,SILVER_II,88,17,16765
0,385,405,BRONZE_IV,63,14,11917,297,329,SILVER_IV,42,12,9651,527,520,SILVER_IV,42,11,8048,16,18,BRONZE_IV,30,12,8957,45,34,SILVER_III,29,11,7562,212,207,SILVER_II,31,13,11145,142,120,SILVER_IV,78,13,10923,167,171,BRONZE_IV,5,14,12755,353,373,SILVER_IV,42,13,11010,104,92,SILVER_IV,13,12,9526
0,67,81,BRONZE_III,68,17,17191,129,140,BRONZE_IV,44,14,12183,19,35,SILVER_IV,0,17,17434,16,18,BRONZE_IV,30,13,11317,45,34,SILVER_III,29,14,11896,186,191,SILVER_IV,0,16,14904,274,268,BRONZE_II,75,18,18851,105,99,BRONZE_II,76,15,13903,335,350,SILVER_III,3,16,16420,541,513,SILVER_III,75,15,13181
0,221,213,BRONZE_IV,0,13,11068,29,41,BRONZE_IV,0,13,10438,153,155,BRONZE_IV,62,13,11333,105,88,BRONZE_IV,78,11,7481,280,301,IRON_II,37,10,6956,162,159,BRONZE_IV,9,12,9809,19,22,BRONZE_IV,0,10,6601,44,53,IRON_II,22,11,8253,42,60,BRONZE_IV,28,10,7264,112,124,BRONZE_IV,0,9,5334
1,188,163,BRONZE_III,0,16,14734,35,56,BRONZE_IV,23,14,12032,129,131,BRONZE_III,62,14,11978,5,21,BRONZE_IV,14,13,11009,58,59,BRONZE_II,14,14,11814,141,150,BRONZE_I,82,17,17809,19,22,BRONZE_IV,0,18,18691,62,55,BRONZE_I,47,16,15202,143,161,BRONZE_I,0,14,12029,158,147,BRONZE_IV,54,15,13192
0,141,154,BRONZE_III,63,13,10836,139,122,BRONZE_II,27,11,7873,211,190,BRONZE_I,11,11,8031,25,26,IRON_I,96,10,6304,16,25,BRONZE_I,80,10,6639,62,99,BRONZE_III,22,11,7345,19,22,BRONZE_IV,0,11,7803,160,172,BRONZE_II,32,11,8420,62,55,BRONZE_I,47,10,7026,203,182,BRONZE_II,50,9,5616
0,82,74,BRONZE_II,52,17,16932,449,454,SILVER_IV,0,16,16066,53,72,IRON_II,48,15,13264,57,43,BRONZE_II,29,15,13791,209,191,BRONZE_II,27,15,14628,536,593,BRONZE_IV,27,14,11970,19,22,BRONZE_IV,0,15,14245,62,55,BRONZE_I,47,18,19691,10,13,BRONZE_II,77,15,13673,44,64,BRONZE_IV,59,13,11067
1,22,29,BRONZE_II,9,12,9864,252,258,BRONZE_III,55,13,10578,275,280,BRONZE_II,61,13,10397,50,59,BRONZE_II,40,13,10152,94,102,BRONZE_III,81,11,7951,40,42,BRONZE_II,13,14,12514,19,22,BRONZE_IV,0,15,13790,62,55,BRONZE_I,47,15,13781,390,379,BRONZE_IV,75,12,9267,78,89,BRONZE_III,16,13,10934
1,96,103,BRONZE_II,44,17,18325,131,115,BRONZE_III,94,17,16712,698,700,BRONZE_II,37,18,25454,84,97,SILVER_III,29,17,16776,25,39,BRONZE_IV,28,15,13843,43,41,BRONZE_II,20,18,19361,19,22,BRONZE_IV,0,18,20005,62,55,BRONZE_I,47,17,17661,143,145,BRONZE_I,51,17,17721,102,169,BRONZE_II,59,15,14105
1,406,422,BRONZE_III,52,12,9785,391,367,BRONZE_III,62,13,10000,43,58,BRONZE_IV,66,14,11932,69,84,BRONZE_III,31,8,4074,5,15,BRONZE_IV,69,12,9941,349,338,BRONZE_II,14,14,12044,19,22,BRONZE_IV,0,16,14830,62,55,BRONZE_I,47,13,10455,62,78,BRONZE_I,12,14,11908,239,250,BRONZE_II,4,13,10803
0,16,14,BRONZE_IV,73,14,12037,1,36,IRON_IV,54,10,6432,20,20,BRONZE_IV,52,11,8389,105,101,BRONZE_II,65,13,10573,81,73,SILVER_III,52,6,3099,144,143,BRONZE_I,29,13,10945,107,117,BRONZE_II,0,13,11379,32,37,BRONZE_I,7,13,11091,143,156,BRONZE_IV,28,11,8254,65,73,BRONZE_II,75,12,9362
1,182,190,BRONZE_III,75,13,10319,16,14,BRONZE_IV,73,14,12410,20,20,BRONZE_IV,52,13,9989,53,62,BRONZE_IV,78,10,6833,111,119,BRONZE_IV,99,10,6358,13,27,IRON_I,46,11,8200,73,74,BRONZE_IV,50,12,8956,84,94,BRONZE_IV,2,11,7586,71,73,BRONZE_II,8,12,8890,435,486,SILVER_IV,0,11,7327
1,16,14,BRONZE_IV,73,13,11145,68,75,BRONZE_III,9,11,8485,20,20,BRONZE_IV,52,12,9362,69,76,BRONZE_IV,75,10,7115,4,15,IRON_I,55,10,7034,169,130,BRONZE_I,13,11,8393,55,53,BRONZE_II,46,10,6226,3,8,IRON_I,42,12,9345,142,156,BRONZE_III,47,10,7019,529,503,BRONZE_I,66,9,5474
0,16,14,BRONZE_IV,73,14,12111,336,297,SILVER_III,3,13,10528,20,20,BRONZE_IV,52,13,10834,536,494,SILVER_III,0,12,9829,578,595,BRONZE_II,0,12,9335,150,93,GOLD_IV,0,14,12987,92,108,BRONZE_III,48,13,10417,77,59,BRONZE_I,90,15,14451,185,181,BRONZE_II,0,14,11716,378,383,BRONZE_II,7,12,9418
1,16,14,BRONZE_IV,73,17,17815,91,132,BRONZE_IV,25,17,17166,20,20,BRONZE_IV,52,16,15835,44,60,BRONZE_III,75,17,17659,130,166,BRONZE_IV,14,16,14980,42,49,BRONZE_III,61,16,15280,265,262,BRONZE_II,3,17,17004,91,129,BRONZE_IV,39,16,15705,243,240,BRONZE_I,0,15,14383,193,198,BRONZE_I,49,14,12978
1,16,14,BRONZE_IV,73,16,15279,375,399,BRONZE_III,50,15,13116,20,20,BRONZE_IV,52,15,13401,19,25,BRONZE_IV,8,13,10019,45,43,BRONZE_II,2,13,10043,50,61,BRONZE_IV,5,15,13455,9,17,BRONZE_III,17,12,8839,4,9,BRONZE_IV,62,12,9303,43,57,BRONZE_II,1,11,8121,48,56,BRONZE_IV,82,11,8409
1,16,14,BRONZE_IV,73,18,22912,296,323,BRONZE_III,43,18,20333,20,20,BRONZE_IV,52,17,17791,466,476,BRONZE_II,23,18,20846,146,118,BRONZE_I,69,16,15905,123,95,BRONZE_IV,73,17,16832,208,194,BRONZE_IV,67,18,18804,200,181,SILVER_IV,1,17,17093,52,57,BRONZE_II,67,18,19579,41,30,SILVER_II,34,15,13861
0,165,164,BRONZE_II,0,13,10959,438,442,BRONZE_IV,4,13,10173,41,63,BRONZE_III,0,13,10891,199,197,BRONZE_II,23,12,8999,158,174,BRONZE_IV,34,11,8009,158,174,BRONZE_IV,34,12,9516,38,41,BRONZE_IV,34,12,9808,22,32,IRON_II,0,12,9100,143,163,BRONZE_III,18,11,8230,46,61,BRONZE_IV,0,10,7180
0,36,40,BRONZE_III,1,17,17377,136,133,BRONZE_I,0,16,14940,93,102,BRONZE_III,92,17,16736,233,223,BRONZE_III,80,15,13573,201,179,SILVER_III,7,13,11189,250,226,BRONZE_III,72,14,11896,38,41,BRONZE_IV,34,12,9784,228,232,BRONZE_III,51,14,12652,273,285,BRONZE_IV,26,14,12581,45,45,BRONZE_III,0,14,12461
0,231,197,BRONZE_III,73,3,1025,231,197,BRONZE_III,73,3,790,131,124,IRON_I,57,3,935,112,130,BRONZE_III,53,1,252,16,26,IRON_I,100,2,313,91,132,BRONZE_IV,25,2,635,38,41,BRONZE_IV,34,1,0,82,95,BRONZE_III,8,4,1145,22,31,BRONZE_IV,89,2,540,53,67,BRONZE_IV,18,2,601
0,8,23,IRON_I,5,17,16750,37,43,BRONZE_III,61,16,15807,93,81,BRONZE_III,83,17,17843,68,65,BRONZE_II,65,18,18732,29,39,BRONZE_II,60,16,16339,8,14,BRONZE_IV,30,16,14782,3,7,BRONZE_II,41,16,14981,141,150,BRONZE_III,0,14,12761,59,81,IRON_III,75,15,14212,86,93,BRONZE_IV,83,15,13787
0,50,53,BRONZE_III,40,13,11424,6,7,BRONZE_IV,20,12,9041,18,29,BRONZE_I,34,14,11611,42,49,BRONZE_III,75,11,7427,42,49,BRONZE_III,75,11,7581,8,14,BRONZE_IV,30,12,9009,103,109,BRONZE_II,26,11,7702,103,109,BRONZE_II,26,11,7856,11,5,BRONZE_III,87,10,6986,9,12,BRONZE_IV,29,10,7176
1,9,6,SILVER_IV,10,16,15945,91,87,BRONZE_II,47,15,14293,13,16,BRONZE_I,47,12,9290,57,52,GOLD_IV,0,16,15960,57,52,GOLD_IV,0,14,12680,8,14,BRONZE_IV,30,14,12445,8,14,BRONZE_IV,30,16,15380,8,14,BRONZE_IV,30,18,20040,96,87,SILVER_II,75,17,17277,96,87,SILVER_II,75,14,11607
0,417,413,SILVER_IV,36,12,8860,214,194,SILVER_II,59,10,6393,39,38,SILVER_II,5,11,8433,41,42,BRONZE_III,70,10,6992,21,25,BRONZE_III,17,9,5824,8,14,BRONZE_IV,30,10,6488,8,14,BRONZE_IV,30,9,5757,76,83,SILVER_IV,0,10,7267,58,60,BRONZE_III,40,9,5706,41,47,SILVER_III,0,8,4471
0,329,327,BRONZE_II,0,12,9606,13,6,SILVER_IV,51,12,8778,62,67,SILVER_IV,8,11,7905,89,89,BRONZE_II,75,11,7303,24,16,SILVER_IV,22,11,7638,8,14,BRONZE_IV,30,11,7646,158,148,SILVER_IV,0,10,7113,43,76,BRONZE_IV,26,10,6503,14,23,IRON_II,67,9,5797,14,23,IRON_II,67,8,4749
0,423,391,GOLD_III,33,14,11925,285,281,SILVER_IV,2,12,9041,266,271,SILVER_III,76,13,10978,68,68,SILVER_III,27,11,7695,131,145,SILVER_III,66,11,8071,8,14,BRONZE_IV,30,5,1787,105,117,SILVER_IV,15,12,9363,644,642,GOLD_III,0,13,10201,151,138,SILVER_IV,31,12,8809,59,68,SILVER_III,70,12,9331
1,86,83,SILVER_IV,63,13,10667,116,131,SILVER_IV,32,14,12195,38,28,SILVER_IV,36,15,13359,77,107,SILVER_IV,0,13,10245,143,139,SILVER_III,37,13,10180,8,14,BRONZE_IV,30,15,13984,174,189,SILVER_IV,0,14,12787,188,185,GOLD_IV,3,15,14048,166,184,SILVER_III,4,14,12010,215,208,SILVER_IV,80,13,10360
1,7,5,SILVER_IV,61,16,14950,38,38,GOLD_IV,31,14,11662,31,18,SILVER_I,100,14,11489,124,110,GOLD_III,0,14,12326,36,32,SILVER_I,18,13,10567,21,16,SILVER_II,13,16,15610,31,40,SILVER_I,1,15,14479,11,16,SILVER_III,51,16,15080,107,99,GOLD_II,0,16,15295,7,4,BRONZE_IV,91,14,12757
1,31,38,SILVER_IV,50,10,7172,40,51,SILVER_III,63,12,9103,44,51,SILVER_III,59,10,6755,21,27,SILVER_IV,31,12,8837,225,217,SILVER_II,89,11,7467,20,16,SILVER_I,32,15,13215,16,10,SILVER_II,81,12,9645,107,99,GOLD_II,0,14,12419,4,14,BRONZE_II,57,11,8337,7,4,BRONZE_IV,91,12,9339
1,4,14,BRONZE_II,57,10,7206,53,55,SILVER_IV,0,10,7008,50,48,SILVER_II,7,11,7859,80,87,SILVER_IV,75,9,6033,131,145,SILVER_III,66,9,5971,107,99,GOLD_II,0,13,10042,30,25,GOLD_IV,21,11,7431,6,9,BRONZE_I,19,12,8758,6,9,BRONZE_I,19,10,7268,7,4,BRONZE_IV,91,9,6077
1,8,9,SILVER_III,70,18,19103,18,27,BRONZE_III,25,18,24003,9,18,BRONZE_I,16,18,26600,16,25,SILVER_IV,54,18,23439,30,30,BRONZE_I,65,17,17454,21,39,BRONZE_I,46,18,26149,1,9,BRONZE_II,53,18,26772,107,99,GOLD_II,0,18,23404,32,27,SILVER_II,11,18,21871,7,4,BRONZE_IV,91,18,25529
1,138,143,BRONZE_II,0,10,6897,18,27,BRONZE_III,25,9,5567,42,56,SILVER_IV,0,11,8473,16,25,SILVER_IV,54,9,6075,93,87,SILVER_III,0,8,4892,32,36,SILVER_II,36,13,10933,10,19,BRONZE_II,50,12,8713,98,95,SILVER_II,51,13,10337,107,99,GOLD_II,0,11,7418,7,4,BRONZE_IV,91,9,5744
0,25,34,SILVER_IV,72,15,14267,29,23,BRONZE_I,46,15,13156,19,15,GOLD_IV,55,15,14554,24,39,SILVER_IV,24,14,12093,21,17,SILVER_IV,86,12,9848,32,36,SILVER_II,36,14,11773,10,19,BRONZE_II,50,13,10188,42,56,SILVER_IV,0,13,10489,107,99,GOLD_II,0,14,11448,7,4,BRONZE_IV,91,11,8169
0,7,6,SILVER_IV,34,13,11287,110,126,SILVER_I,9,12,9453,17,26,SILVER_IV,67,13,10837,73,72,SILVER_II,28,14,11618,35,35,SILVER_II,81,13,10461,19,24,SILVER_IV,15,14,11840,268,250,SILVER_IV,63,13,10355,107,99,GOLD_II,0,13,11082,107,99,GOLD_II,0,11,7385,7,4,BRONZE_IV,91,14,11899
1,457,475,BRONZE_III,53,13,10179,3,9,IRON_I,31,9,5943,36,40,BRONZE_II,0,12,9518,12,7,BRONZE_IV,66,10,6151,12,7,BRONZE_IV,66,9,6087,20,29,IRON_I,61,8,4857,20,51,IRON_IV,75,7,3469,82,87,BRONZE_III,37,10,6758,4,8,IRON_I,67,10,6180,29,40,BRONZE_IV,27,10,6807
1,33,26,SILVER_I,21,15,14632,189,184,GOLD_IV,0,17,17698,189,184,SILVER_IV,61,16,15595,80,91,SILVER_IV,28,14,12575,57,77,BRONZE_IV,17,14,12334,22,22,BRONZE_IV,45,16,15135,22,22,BRONZE_IV,45,14,12470,22,22,BRONZE_IV,45,14,11547,22,22,BRONZE_IV,45,14,12889,22,22,BRONZE_IV,45,13,10647
1,252,232,SILVER_III,0,18,18702,275,299,BRONZE_III,40,17,17274,453,455,SILVER_IV,27,17,16923,80,91,SILVER_IV,28,14,12242,57,77,BRONZE_IV,17,15,13968,15,14,BRONZE_II,21,17,17877,59,81,BRONZE_II,19,16,14879,251,245,BRONZE_III,7,14,11629,117,93,BRONZE_II,41,15,14585,1055,1047,BRONZE_II,42,14,12006
0,153,182,BRONZE_II,87,12,9056,88,92,BRONZE_III,63,11,8306,65,86,BRONZE_II,74,11,7989,80,91,SILVER_IV,28,10,6243,57,77,BRONZE_IV,17,9,5343,87,83,BRONZE_II,14,14,12222,63,59,BRONZE_I,24,13,10132,258,244,BRONZE_II,93,13,10686,152,163,BRONZE_II,8,11,8140,201,179,SILVER_III,7,11,7759
1,142,126,BRONZE_II,73,17,18322,13,14,BRONZE_II,10,16,15812,266,279,BRONZE_III,57,15,14519,80,91,SILVER_IV,28,15,13939,57,77,BRONZE_IV,17,15,13372,45,49,BRONZE_II,61,17,16805,37,58,BRONZE_III,59,15,13526,45,61,BRONZE_III,39,15,14571,143,140,BRONZE_II,37,13,11405,189,200,SILVER_IV,31,13,11423
0,73,100,BRONZE_IV,13,16,15724,95,111,SILVER_II,0,18,19665,80,91,SILVER_IV,28,17,16830,267,308,BRONZE_IV,0,18,18766,57,77,BRONZE_IV,17,16,15672,67,63,BRONZE_IV,85,17,17699,100,114,BRONZE_II,44,16,16183,98,102,SILVER_IV,0,18,18962,274,301,BRONZE_IV,58,18,20632,64,62,BRONZE_II,59,16,15714
0,183,170,BRONZE_IV,19,9,6016,351,335,BRONZE_III,5,8,4453,121,115,BRONZE_II,60,10,6201,271,273,IRON_III,40,8,4747,57,77,BRONZE_IV,17,9,5684,363,339,BRONZE_II,47,13,10094,164,179,BRONZE_IV,22,11,8396,9,11,IRON_I,13,12,9579,286,286,IRON_III,18,9,5272,384,475,IRON_III,63,8,5006
0,15,35,IRON_IV,36,11,7843,354,311,BRONZE_I,0,13,10871,794,799,BRONZE_III,0,13,11126,72,99,BRONZE_IV,0,12,9048,57,77,BRONZE_IV,17,11,8227,405,373,BRONZE_III,0,16,16365,243,279,IRON_IV,53,12,8853,83,103,IRON_III,75,13,10342,98,110,IRON_II,33,12,9707,49,54,BRONZE_III,0,12,8959
1,79,104,BRONZE_IV,64,17,17149,53,68,IRON_II,49,18,20215,98,85,BRONZE_III,4,16,15571,147,139,BRONZE_IV,0,16,15665,498,516,BRONZE_IV,75,15,13997,36,45,BRONZE_IV,12,18,22556,65,91,BRONZE_IV,62,18,23803,44,64,BRONZE_IV,0,18,18477,52,70,BRONZE_III,75,17,18344,335,334,BRONZE_III,75,17,17063
0,186,194,IRON_I,21,16,15898,80,104,BRONZE_III,14,17,16709,406,412,BRONZE_IV,0,17,17903,78,111,IRON_I,5,15,14319,93,121,BRONZE_IV,24,15,14503,25,37,BRONZE_IV,41,16,14876,65,91,BRONZE_IV,62,16,15500,102,125,IRON_II,6,14,11769,248,241,BRONZE_IV,60,14,12371,232,274,IRON_III,0,13,10854
0,364,310,SILVER_I,31,15,14587,167,161,BRONZE_III,15,14,11497,185,170,BRONZE_III,82,14,12071,252,212,BRONZE_II,52,11,8279,56,51,BRONZE_IV,62,11,8311,132,151,BRONZE_IV,61,13,10227,65,91,BRONZE_IV,62,12,8794,315,335,BRONZE_III,34,13,10287,561,555,BRONZE_IV,87,12,8952,88,97,BRONZE_III,79,13,10747
0,75,76,BRONZE_II,75,18,24204,22,34,BRONZE_IV,70,18,24537,37,52,BRONZE_II,20,18,25157,115,119,BRONZE_III,45,18,21970,95,93,BRONZE_III,42,18,23466,10,27,BRONZE_IV,45,18,19367,65,91,BRONZE_IV,62,18,20320,203,188,BRONZE_III,40,18,20470,16,23,BRONZE_IV,75,18,20671,43,75,BRONZE_IV,8,17,17588
1,67,83,BRONZE_IV,39,14,12179,62,81,BRONZE_IV,20,16,15448,45,56,BRONZE_III,0,17,17292,306,322,BRONZE_III,28,15,14088,71,82,BRONZE_IV,41,14,11797,243,284,BRONZE_IV,53,18,20774,65,91,BRONZE_IV,62,16,16378,22,39,BRONZE_IV,6,17,16983,296,308,BRONZE_IV,50,16,14948,143,134,BRONZE_II,33,16,14794
0,453,442,BRONZE_II,83,18,19029,172,204,BRONZE_IV,29,18,19470,269,245,BRONZE_II,79,18,18792,410,393,SILVER_IV,9,18,20004,253,279,BRONZE_III,38,17,17711,162,152,BRONZE_III,60,17,17044,65,91,BRONZE_IV,62,18,19149,46,69,BRONZE_IV,9,16,15346,18,34,BRONZE_IV,13,16,15607,128,152,BRONZE_III,75,17,17508
0,404,355,BRONZE_II,2,13,10367,145,114,BRONZE_III,68,13,10166,360,330,BRONZE_II,14,13,10184,86,100,BRONZE_IV,37,12,8906,216,218,BRONZE_I,39,12,8593,80,106,BRONZE_IV,75,13,11317,65,91,BRONZE_IV,62,12,9897,29,35,BRONZE_III,22,12,9952,306,276,SILVER_IV,6,11,7616,61,80,BRONZE_III,0,11,7934
0,6,10,BRONZE_IV,0,12,9658,149,136,SILVER_IV,0,14,11532,136,117,BRONZE_I,49,15,13433,22,14,BRONZE_I,36,12,9022,24,32,BRONZE_III,75,11,7799,103,114,SILVER_IV,10,16,15094,153,160,SILVER_I,24,15,13590,115,110,BRONZE_III,49,15,13053,92,103,BRONZE_II,36,14,12652,163,154,SILVER_III,20,13,11170
0,6,10,BRONZE_IV,0,17,17880,230,232,SILVER_III,66,17,18002,46,75,BRONZE_III,17,16,14848,19,24,IRON_II,75,14,12175,21,35,BRONZE_IV,64,15,14112,86,89,BRONZE_III,7,17,17110,19,13,BRONZE_I,35,17,17729,19,13,BRONZE_I,35,17,17781,125,125,SILVER_III,11,18,21581,40,35,BRONZE_II,1,18,20883
1,6,10,BRONZE_IV,0,12,9740,115,122,SILVER_IV,15,12,9830,122,117,SILVER_III,54,12,9294,16,13,BRONZE_II,26,12,8672,160,163,SILVER_IV,56,12,9475,109,124,BRONZE_IV,33,12,8657,30,31,SILVER_IV,39,10,7191,120,144,BRONZE_IV,28,11,8284,24,32,BRONZE_II,9,10,7143,96,91,SILVER_III,14,10,6925
0,6,10,BRONZE_IV,0,13,10030,4,8,BRONZE_II,55,13,10479,28,35,SILVER_II,28,12,8593,96,101,SILVER_IV,0,11,8498,96,101,SILVER_IV,0,10,6689,35,41,SILVER_II,16,14,12801,10,7,BRONZE_I,60,14,11930,19,14,SILVER_IV,1,16,14702,48,42,SILVER_II,70,13,10719,60,59,SILVER_II,17,12,9334
1,6,10,BRONZE_IV,0,17,18121,155,115,GOLD_I,77,17,16873,28,35,SILVER_II,28,18,18987,19,27,BRONZE_I,3,15,14499,184,191,SILVER_II,29,17,17213,6,12,BRONZE_II,0,16,15565,77,56,GOLD_IV,73,15,14626,29,27,SILVER_I,49,15,14071,261,259,GOLD_IV,0,18,18403,83,68,SILVER_I,44,15,13130
1,6,10,BRONZE_IV,0,12,9307,28,35,SILVER_II,28,12,9453,92,106,SILVER_IV,30,12,9256,28,40,BRONZE_I,6,10,7222,7,15,BRONZE_II,58,9,5597,43,55,SILVER_III,22,13,10308,17,36,BRONZE_III,2,8,4609,65,54,SILVER_III,47,10,7117,41,47,GOLD_IV,23,9,5693,10,17,BRONZE_II,0,9,5125
1,6,10,BRONZE_IV,0,14,11766,1,10,IRON_I,49,13,11176,28,35,SILVER_II,28,15,13438,6,16,BRONZE_III,17,11,8442,69,71,SILVER_III,59,12,8823,83,63,SILVER_III,27,10,6199,28,40,BRONZE_I,6,10,6277,102,96,SILVER_I,15,11,8094,63,62,SILVER_III,66,10,7157,86,92,SILVER_III,17,10,6121
0,149,134,SILVER_IV,0,18,20702,52,71,BRONZE_IV,0,18,18365,82,82,BRONZE_IV,9,17,17247,112,110,BRONZE_III,48,17,17338,45,41,BRONZE_II,82,15,14653,25,35,BRONZE_IV,1,17,16846,15,34,BRONZE_IV,0,18,24855,7,3,BRONZE_IV,18,18,19817,24,46,BRONZE_IV,10,17,18055,210,204,SILVER_IV,0,16,15290
1,45,36,BRONZE_II,30,11,7860,363,300,GOLD_IV,27,8,4281,62,75,IRON_III,58,9,5823,301,335,BRONZE_IV,12,9,5225,98,113,BRONZE_IV,10,7,4033,341,373,BRONZE_IV,37,10,7183,268,264,SILVER_III,39,10,7227,7,3,BRONZE_IV,18,11,7470,253,228,BRONZE_III,75,10,6152,69,65,BRONZE_III,16,9,5263
0,127,99,SILVER_IV,13,16,15122,24,21,SILVER_IV,13,15,13949,334,335,BRONZE_III,48,15,13165,334,335,BRONZE_III,48,12,9548,18,24,BRONZE_IV,71,13,10416,66,62,BRONZE_II,34,13,10482,826,819,SILVER_II,0,13,11306,7,3,BRONZE_IV,18,12,8727,133,132,BRONZE_II,43,12,8834,168,167,BRONZE_I,7,12,8795
