result,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience
0,42,47,SILVER_IV,21,16,14727,314,307,SILVER_IV,46,15,13588,135,150,BRONZE_III,11,14,12862,76,75,BRONZE_II,75,15,14270,312,304,SILVER_III,26,13,10613,148,150,SILVER_III,14,15,14690,52,59,IRON_III,78,11,8340,347,339,SILVER_IV,19,14,11743,84,98,SILVER_IV,27,13,10480,83,90,BRONZE_I,59,11,8439
1,46,42,BRONZE_III,35,14,12035,221,215,BRONZE_IV,45,12,9387,14,17,BRONZE_I,38,13,10280,126,116,BRONZE_II,51,13,11284,59,76,BRONZE_II,19,12,9159,124,123,BRONZE_I,5,14,11841,52,59,IRON_III,78,12,9753,17,13,BRONZE_II,74,14,11593,222,235,SILVER_IV,12,13,10909,37,39,SILVER_IV,32,13,10788
1,176,193,BRONZE_IV,0,12,9889,18,46,IRON_II,66,12,9740,260,270,BRONZE_III,18,12,8956,133,166,BRONZE_I,0,13,10244,309,397,IRON_IV,0,12,8932,362,371,BRONZE_IV,32,14,11655,11,23,IRON_III,8,14,12855,131,132,BRONZE_III,61,16,14953,189,185,BRONZE_III,11,13,10126,84,79,BRONZE_II,41,13,10792
0,78,75,IRON_I,100,14,11697,317,335,BRONZE_III,57,13,10963,323,340,IRON_II,43,13,11373,149,151,BRONZE_II,87,11,8448,125,157,IRON_I,0,11,8224,64,75,BRONZE_III,75,13,10251,11,23,IRON_III,8,13,10287,8,8,IRON_I,58,12,8723,73,86,BRONZE_IV,18,10,6649,385,381,IRON_II,29,12,8693
1,211,227,BRONZE_IV,19,13,11333,139,168,BRONZE_IV,91,15,13943,100,115,IRON_IV,74,16,15596,98,85,BRONZE_III,39,14,11545,67,79,IRON_II,50,12,9429,27,18,BRONZE_IV,46,16,15467,11,23,IRON_III,8,16,14724,54,67,BRONZE_IV,28,14,12015,10,8,BRONZE_IV,87,15,14321,366,353,BRONZE_IV,25,14,11454
0,12,28,BRONZE_IV,2,16,15849,19,40,IRON_III,90,15,14606,95,92,IRON_II,32,17,17194,75,100,IRON_IV,88,15,14562,60,62,BRONZE_IV,75,15,13681,63,72,SILVER_IV,7,16,15293,11,23,IRON_III,8,16,14858,97,86,IRON_I,58,15,13635,79,69,IRON_I,30,14,11993,32,71,IRON_IV,0,12,9678
1,97,94,BRONZE_III,10,18,21434,111,82,IRON_I,100,16,15244,18,17,IRON_II,35,15,14149,247,305,BRONZE_IV,0,15,14438,13,25,IRON_II,60,14,12577,115,104,BRONZE_IV,33,17,17380,11,23,IRON_III,8,18,20605,350,366,BRONZE_IV,5,17,17654,128,128,BRONZE_III,36,17,18338,384,399,BRONZE_IV,38,16,15760
1,83,103,BRONZE_IV,17,18,22024,507,502,BRONZE_III,60,15,14668,120,132,IRON_I,34,15,14427,150,180,BRONZE_IV,50,18,18405,459,467,BRONZE_IV,0,17,16548,92,87,BRONZE_III,75,18,18516,11,23,IRON_III,8,18,19134,73,106,BRONZE_IV,17,18,19701,89,96,BRONZE_IV,91,17,17740,470,463,BRONZE_III,0,15,14355
0,300,275,SILVER_IV,1,11,8085,62,50,IRON_II,0,8,4784,86,91,BRONZE_III,54,10,6884,112,112,BRONZE_IV,53,9,5532,130,159,BRONZE_IV,14,6,2707,141,141,BRONZE_III,10,9,5313,11,23,IRON_III,8,2,441,24,32,BRONZE_IV,7,10,6678,164,166,BRONZE_IV,0,11,8235,156,129,SILVER_IV,14,9,5578
1,29,36,IRON_I,15,14,13011,95,79,BRONZE_IV,99,12,9659,140,157,BRONZE_IV,26,12,9769,3,13,IRON_III,84,11,7995,102,111,BRONZE_IV,22,11,8008,38,60,BRONZE_IV,0,13,10123,47,75,BRONZE_IV,28,12,9930,38,59,IRON_II,56,13,10004,99,133,BRONZE_IV,18,11,8338,45,50,IRON_III,48,10,6907
0,41,61,BRONZE_IV,0,12,9725,60,67,BRONZE_IV,47,11,7894,43,69,BRONZE_III,13,10,6477,3,13,IRON_III,84,10,6281,251,286,BRONZE_IV,26,9,5980,36,45,IRON_I,11,11,7877,26,23,IRON_I,100,15,14169,113,139,IRON_IV,39,14,11943,151,164,BRONZE_III,25,13,10448,355,427,IRON_III,46,10,7000
0,94,97,IRON_II,28,13,11069,64,115,IRON_IV,3,11,7694,116,94,BRONZE_III,87,12,9843,3,13,IRON_III,84,13,10910,362,369,BRONZE_IV,33,12,8899,36,45,IRON_I,11,15,14346,90,122,IRON_III,46,16,14863,160,179,IRON_I,10,15,13027,152,166,IRON_I,17,14,12956,45,65,BRONZE_IV,24,14,12897
0,146,147,IRON_I,76,13,10955,15,36,IRON_I,66,11,7903,55,68,BRONZE_IV,56,13,11413,3,13,IRON_III,84,10,6538,43,52,BRONZE_III,0,10,7214,112,115,IRON_II,20,13,10906,179,201,BRONZE_III,11,14,12089,416,443,BRONZE_IV,44,13,10616,15,32,BRONZE_IV,0,12,9082,147,153,BRONZE_II,0,13,9977
0,80,89,IRON_III,95,18,23631,76,91,BRONZE_IV,21,18,20814,59,84,IRON_I,21,18,21141,3,13,IRON_III,84,17,17608,214,234,BRONZE_IV,21,18,19898,23,46,IRON_I,11,18,22275,74,85,BRONZE_III,12,18,23149,114,106,IRON_I,5,18,21257,326,330,BRONZE_IV,76,18,23069,853,836,BRONZE_IV,25,17,17134
1,69,88,BRONZE_IV,18,14,11623,50,72,BRONZE_III,4,13,10427,21,40,BRONZE_IV,66,15,13035,3,13,IRON_III,84,12,8592,160,158,BRONZE_IV,95,11,8260,51,78,IRON_IV,34,12,9803,132,155,BRONZE_IV,0,11,8082,118,142,BRONZE_IV,77,10,6812,224,251,BRONZE_IV,46,12,8791,8,57,IRON_IV,0,10,6260
0,41,47,IRON_III,32,15,14345,46,58,BRONZE_III,24,14,12643,202,194,BRONZE_IV,57,15,14106,3,13,IRON_III,84,13,10117,18,22,IRON_II,60,14,12567,37,48,BRONZE_III,48,17,18143,26,44,IRON_II,17,17,17323,116,119,IRON_I,15,17,17289,132,145,BRONZE_IV,52,13,11310,125,155,BRONZE_III,11,16,15921
1,368,346,BRONZE_I,0,18,18728,140,158,BRONZE_III,66,17,17226,137,136,BRONZE_III,64,17,17198,65,65,IRON_III,93,14,12416,30,37,SILVER_II,22,14,12859,711,694,BRONZE_III,41,17,16678,8,17,IRON_I,0,15,13391,28,26,BRONZE_II,14,15,13683,108,92,BRONZE_II,0,17,17468,50,68,BRONZE_III,18,15,13347
1,82,97,BRONZE_IV,92,17,17729,152,156,BRONZE_II,69,17,17450,80,103,BRONZE_IV,19,17,16649,65,65,IRON_III,93,16,16011,30,37,SILVER_II,22,17,16774,104,137,BRONZE_IV,75,18,20191,91,79,BRONZE_II,6,17,16500,136,131,BRONZE_IV,32,16,16340,14,36,BRONZE_IV,75,16,16450,10,11,IRON_I,75,15,13508
1,269,267,BRONZE_II,42,16,15472,251,276,BRONZE_II,42,16,15581,30,37,SILVER_II,22,16,14907,65,65,IRON_III,93,15,13210,106,115,BRONZE_II,15,14,11466,139,158,BRONZE_IV,16,16,14783,454,455,BRONZE_II,49,14,12332,179,165,BRONZE_II,44,15,13744,103,105,BRONZE_II,3,13,11063,109,74,BRONZE_II,1,13,10836
1,24,27,BRONZE_III,55,18,19031,146,140,BRONZE_III,21,15,13962,30,37,SILVER_II,22,16,14883,65,65,IRON_III,93,13,10270,278,253,BRONZE_II,0,13,10805,4,13,BRONZE_III,0,16,15486,519,553,BRONZE_IV,0,16,15644,6,22,BRONZE_IV,0,16,15108,69,76,BRONZE_IV,55,12,9007,39,41,BRONZE_II,75,15,13660
1,9,9,BRONZE_II,0,15,13521,126,157,BRONZE_IV,25,14,12195,200,208,BRONZE_IV,32,15,13858,65,65,IRON_III,93,14,11908,225,236,IRON_III,66,12,9386,198,203,IRON_II,20,14,12827,120,132,BRONZE_IV,13,13,10428,443,382,BRONZE_III,75,14,12568,289,287,BRONZE_II,0,12,9715,123,145,BRONZE_IV,52,12,8836
0,9,9,BRONZE_II,0,13,11195,67,84,BRONZE_IV,48,12,8831,140,153,BRONZE_III,34,11,7857,65,65,IRON_III,93,10,6265,28,68,IRON_IV,0,9,5056,108,128,BRONZE_III,57,15,13207,30,50,IRON_III,77,11,8150,347,351,IRON_I,11,12,9702,22,25,SILVER_IV,30,13,11030,22,15,BRONZE_I,24,12,9849
1,9,9,BRONZE_II,0,15,13531,9,9,BRONZE_II,0,14,11901,36,26,GOLD_IV,94,15,13721,65,65,IRON_III,93,12,9470,218,250,IRON_III,1,11,8395,218,250,IRON_III,1,13,11433,186,201,IRON_III,27,12,8747,186,201,IRON_III,27,13,10066,103,96,GOLD_IV,17,14,12003,103,96,GOLD_IV,17,10,7043
0,57,63,BRONZE_II,16,12,9163,14,38,IRON_III,75,12,9138,244,238,IRON_I,0,16,14910,27,26,BRONZE_I,18,14,11491,133,135,BRONZE_IV,61,12,8773,335,337,BRONZE_III,85,15,14382,347,291,SILVER_IV,32,15,13832,193,153,BRONZE_III,97,15,13065,182,176,BRONZE_IV,0,14,11757,162,131,BRONZE_II,81,14,12686
0,155,166,BRONZE_IV,45,10,6708,14,38,IRON_III,75,10,7061,263,241,BRONZE_II,24,11,7399,662,651,BRONZE_IV,44,11,8030,165,161,IRON_II,74,10,6299,118,119,IRON_I,44,13,10495,144,169,BRONZE_IV,75,13,11214,77,40,BRONZE_II,60,13,10612,119,103,BRONZE_III,36,12,8849,666,602,SILVER_IV,4,12,8843
1,299,301,IRON_IV,57,11,7427,14,38,IRON_III,75,12,8895,11,16,IRON_I,78,12,9483,212,198,BRONZE_IV,92,14,12258,404,399,BRONZE_III,20,11,7638,109,119,BRONZE_IV,0,11,7870,7,15,IRON_III,30,9,5850,124,105,BRONZE_IV,0,10,6993,145,146,BRONZE_III,2,10,6448,220,227,BRONZE_IV,64,9,5894
0,688,633,SILVER_IV,0,8,4912,14,38,IRON_III,75,9,5814,119,126,BRONZE_IV,0,10,6275,82,100,IRON_II,26,9,5123,20,58,IRON_IV,0,5,2279,81,61,BRONZE_IV,74,12,8963,144,162,IRON_II,80,9,5532,109,100,IRON_I,0,10,7146,204,198,BRONZE_IV,63,8,4859,304,278,BRONZE_II,64,8,4567
0,138,144,BRONZE_IV,13,17,17704,14,38,IRON_III,75,16,15378,461,426,BRONZE_II,40,15,13480,208,228,BRONZE_IV,48,16,14947,40,37,IRON_II,52,14,11737,528,529,BRONZE_IV,0,18,19501,18,34,IRON_III,12,17,18205,104,97,IRON_II,91,15,13813,786,746,SILVER_III,33,15,14419,157,134,BRONZE_III,67,15,13923
0,238,235,IRON_III,33,11,7461,14,38,IRON_III,75,9,5375,66,85,IRON_II,32,12,8645,10,24,IRON_II,60,10,6716,279,261,BRONZE_II,28,9,5694,163,120,GOLD_IV,57,15,13494,115,83,BRONZE_II,55,12,9798,45,69,BRONZE_IV,0,13,10173,175,189,IRON_IV,72,11,7927,103,106,IRON_II,65,9,5492
0,155,143,BRONZE_III,28,9,5934,14,38,IRON_III,75,8,4213,159,166,BRONZE_IV,0,10,6646,626,594,SILVER_IV,79,9,5786,82,61,SILVER_IV,81,5,2047,118,140,IRON_I,5,10,6755,146,134,BRONZE_III,42,11,7788,45,69,BRONZE_IV,0,11,7699,744,718,BRONZE_III,32,9,5773,82,82,IRON_III,62,9,5422
1,130,164,BRONZE_IV,0,13,10971,450,410,BRONZE_IV,81,14,11877,113,142,BRONZE_IV,24,16,15219,138,150,BRONZE_III,44,14,11513,98,77,SILVER_II,38,12,8682,89,104,IRON_III,28,17,18027,105,117,BRONZE_III,0,15,14498,145,153,IRON_II,21,16,15991,606,626,BRONZE_IV,75,15,13933,202,212,BRONZE_I,20,15,13451
0,241,269,BRONZE_IV,11,15,14484,6,11,IRON_I,10,13,11048,103,77,BRONZE_II,0,15,13840,331,393,IRON_IV,27,14,12764,95,126,BRONZE_IV,13,14,11593,89,104,IRON_III,28,13,10769,108,137,BRONZE_IV,0,14,12369,339,335,BRONZE_II,60,16,15617,188,188,BRONZE_IV,10,16,15232,196,181,BRONZE_IV,0,14,11765
0,272,282,IRON_II,0,17,18187,198,188,BRONZE_II,68,18,18796,272,261,IRON_I,45,17,17442,331,337,BRONZE_III,9,16,16435,201,216,BRONZE_IV,32,15,13631,89,104,IRON_III,28,16,15016,49,75,IRON_IV,87,15,13552,339,335,BRONZE_II,60,17,17778,324,283,SILVER_IV,87,16,15370,95,126,BRONZE_IV,13,16,14782
0,103,136,BRONZE_IV,14,18,21245,151,119,BRONZE_III,23,17,18036,97,102,BRONZE_IV,0,16,14868,88,86,IRON_II,56,16,15186,273,262,IRON_II,52,16,15774,89,104,IRON_III,28,16,16065,267,288,BRONZE_IV,0,18,22843,104,95,IRON_III,10,17,17775,257,249,BRONZE_I,11,16,15625,764,748,BRONZE_III,20,15,13477
0,149,109,BRONZE_I,47,17,17449,49,56,IRON_II,12,15,13294,16,40,IRON_II,23,15,14224,13,17,IRON_I,77,13,11017,129,93,BRONZE_III,89,13,10385,89,104,IRON_III,28,14,11949,71,50,BRONZE_I,0,12,9841,215,220,IRON_I,87,14,12694,126,142,BRONZE_IV,57,14,12262,207,259,BRONZE_IV,57,13,11407
1,248,256,IRON_II,50,18,29782,253,271,IRON_II,0,18,25942,390,383,BRONZE_IV,47,18,21045,192,207,BRONZE_IV,27,18,20930,289,311,IRON_I,79,18,21605,89,104,IRON_III,28,18,28568,316,314,SILVER_I,14,18,28681,87,95,BRONZE_IV,45,18,27845,135,146,IRON_III,75,18,25508,138,150,BRONZE_IV,37,18,25290
1,59,83,IRON_II,26,13,11241,4,46,IRON_IV,58,10,6679,61,74,IRON_III,24,11,8257,108,99,BRONZE_IV,38,10,6166,10,43,IRON_III,80,8,4564,89,104,IRON_III,28,12,9759,183,189,BRONZE_III,33,12,9772,79,102,IRON_I,25,14,11564,135,146,IRON_III,75,11,7465,120,157,IRON_I,73,11,8127
1,190,210,IRON_I,25,18,21658,283,334,IRON_III,8,15,13742,227,271,IRON_III,13,16,15320,31,36,IRON_III,19,14,11999,33,40,BRONZE_IV,57,15,14130,32,52,BRONZE_IV,20,17,16800,47,78,IRON_III,21,16,14787,14,21,BRONZE_IV,12,18,19737,38,43,IRON_III,89,17,18351,147,151,BRONZE_IV,32,16,14970
0,53,53,BRONZE_II,0,18,26103,169,175,BRONZE_III,72,18,20868,426,401,BRONZE_III,75,18,23959,30,29,BRONZE_III,19,18,23077,247,227,BRONZE_IV,63,18,20935,138,126,BRONZE_III,59,18,19810,220,208,BRONZE_III,20,18,20177,51,70,IRON_I,28,17,17165,38,43,IRON_III,89,18,22749,89,82,BRONZE_III,39,18,20954
0,12,16,IRON_II,23,18,18806,89,101,BRONZE_IV,12,18,24971,126,173,IRON_II,0,18,19997,606,599,BRONZE_III,30,18,26567,158,167,BRONZE_IV,0,18,19021,101,103,BRONZE_IV,0,18,23780,156,160,IRON_III,79,18,21848,108,137,IRON_III,28,18,19212,38,43,IRON_III,89,18,22932,404,382,BRONZE_III,58,17,16951
0,302,349,BRONZE_IV,31,13,11101,67,68,BRONZE_III,0,11,8365,424,419,BRONZE_III,16,14,11521,3,10,IRON_II,59,9,5986,250,277,IRON_IV,59,11,7611,93,106,BRONZE_III,17,10,7027,77,113,IRON_IV,16,11,8121,77,113,IRON_IV,16,10,6867,38,43,IRON_III,89,10,7061,45,84,IRON_IV,56,9,5331
0,229,233,IRON_III,47,16,15154,630,623,BRONZE_IV,0,15,13318,122,136,BRONZE_IV,42,17,16648,119,120,IRON_I,38,15,13041,131,123,BRONZE_IV,75,14,11475,168,194,BRONZE_IV,10,16,14798,497,524,IRON_II,95,16,16161,125,128,BRONZE_III,6,12,9836,38,43,IRON_III,89,16,15448,247,239,BRONZE_III,24,13,10693
0,122,93,BRONZE_I,31,18,21240,76,135,IRON_IV,75,16,16075,496,506,IRON_I,11,17,16538,309,324,BRONZE_IV,0,15,14450,17,31,IRON_I,68,14,11907,63,57,BRONZE_II,1,16,15715,55,40,IRON_II,84,17,17286,207,192,SILVER_IV,0,15,14471,38,43,IRON_III,89,16,15928,8,30,BRONZE_IV,13,12,9100
1,183,226,IRON_I,31,15,13872,32,38,IRON_II,3,14,11717,465,451,BRONZE_IV,74,15,14396,171,193,BRONZE_III,76,14,11562,82,104,IRON_IV,4,15,13024,161,174,BRONZE_IV,62,16,16167,85,102,IRON_I,22,16,15906,136,133,BRONZE_IV,26,16,15249,38,43,IRON_III,89,18,21724,159,161,BRONZE_III,79,17,16702
1,53,81,IRON_III,54,12,8678,23,34,SILVER_II,0,11,7871,35,48,SILVER_IV,60,12,8833,145,171,IRON_III,23,8,4715,38,41,BRONZE_IV,34,8,4977,44,39,BRONZE_I,100,10,6746,16,12,BRONZE_II,73,8,4231,66,50,SILVER_III,71,10,6223,54,57,BRONZE_II,0,8,4530,11,22,BRONZE_III,39,8,5028
0,53,81,IRON_III,54,14,11766,53,81,IRON_III,54,12,9038,56,76,IRON_III,25,13,10204,145,171,IRON_III,23,13,10688,38,41,BRONZE_IV,34,13,10125,123,153,BRONZE_IV,75,18,19318,14,20,BRONZE_IV,53,15,13441,61,73,SILVER_III,21,16,15464,14,20,BRONZE_IV,13,15,13132,3,7,BRONZE_III,40,13,11228
1,53,81,IRON_III,54,17,17707,345,350,BRONZE_IV,56,17,16691,102,124,IRON_II,64,14,12455,72,75,BRONZE_IV,21,13,10621,256,231,BRONZE_IV,14,13,10448,175,158,BRONZE_I,0,15,14329,364,359,IRON_III,53,14,12209,306,318,BRONZE_III,58,15,13403,154,160,BRONZE_II,17,14,12390,14,18,IRON_I,0,12,9603
1,53,81,IRON_III,54,13,11210,89,101,BRONZE_II,10,12,9929,327,349,IRON_I,34,13,9978,153,160,BRONZE_IV,75,11,7986,134,137,BRONZE_IV,53,10,6202,643,615,BRONZE_III,74,11,8430,180,198,IRON_III,42,8,4396,100,110,IRON_II,36,11,8012,6,6,IRON_II,94,9,5588,35,45,IRON_II,67,9,5322
1,53,81,IRON_III,54,18,19722,79,75,BRONZE_III,44,17,17591,59,77,BRONZE_IV,11,16,16292,227,214,SILVER_IV,0,18,18486,112,99,BRONZE_IV,81,16,15316,76,71,BRONZE_IV,62,16,16290,620,598,BRONZE_IV,18,17,17631,60,80,BRONZE_IV,0,17,16617,537,524,BRONZE_IV,51,17,17665,26,18,BRONZE_IV,64,15,13750
0,53,81,IRON_III,54,15,13200,81,99,BRONZE_IV,23,13,11204,58,83,BRONZE_IV,21,18,18638,157,162,IRON_I,6,15,13255,13,18,IRON_II,59,16,15083,17,10,IRON_II,95,18,18576,76,96,IRON_III,11,16,15482,122,124,IRON_II,19,15,13020,414,386,BRONZE_IV,34,14,11794,399,414,BRONZE_IV,44,15,13776
1,53,81,IRON_III,54,13,10496,43,38,BRONZE_III,0,12,8720,313,301,BRONZE_III,33,13,10366,82,69,BRONZE_II,32,11,8063,108,91,BRONZE_II,56,11,7483,287,307,BRONZE_II,11,12,9209,227,238,BRONZE_III,6,8,4113,334,342,BRONZE_III,48,12,9312,76,89,BRONZE_IV,0,10,6413,128,117,BRONZE_III,0,9,5212
0,78,100,IRON_IV,75,12,8921,61,81,IRON_I,71,9,5519,209,205,IRON_II,33,11,7979,451,413,BRONZE_IV,90,9,5308,38,76,IRON_III,6,8,4372,58,117,IRON_IV,0,9,5181,508,527,IRON_III,23,9,5072,1,14,IRON_III,72,10,6923,213,211,BRONZE_II,13,9,5227,516,523,BRONZE_IV,66,7,4019
0,204,193,BRONZE_I,90,10,6944,89,72,BRONZE_I,99,9,5962,27,40,BRONZE_IV,62,11,7482,104,95,SILVER_II,33,9,6098,100,90,BRONZE_III,83,9,5370,98,131,SILVER_IV,32,10,6433,3,8,BRONZE_III,38,9,5268,1,14,IRON_III,72,9,5065,81,50,SILVER_IV,19,9,5628,222,262,BRONZE_IV,19,6,2889
0,69,105,SILVER_IV,10,16,15442,83,91,BRONZE_II,29,13,10790,394,369,SILVER_IV,2,15,13578,73,81,BRONZE_II,41,14,12074,18,21,BRONZE_I,33,13,10861,98,131,SILVER_IV,32,16,15508,75,99,BRONZE_IV,72,12,9234,1,14,IRON_III,72,13,10370,120,133,BRONZE_I,38,13,10984,52,58,BRONZE_III,52,12,9201
1,8,16,BRONZE_IV,72,12,9340,17,26,BRONZE_IV,56,12,8963,9,17,BRONZE_IV,17,13,10995,9,17,BRONZE_IV,17,13,10464,164,145,BRONZE_II,28,12,8794,98,131,SILVER_IV,32,15,14205,90,111,BRONZE_IV,93,13,11396,1,14,IRON_III,72,14,11966,38,33,SILVER_IV,15,12,8992,47,48,BRONZE_II,31,12,9005
0,193,198,BRONZE_III,75,15,13793,18,30,IRON_III,32,13,11275,294,290,BRONZE_II,23,14,12020,131,140,BRONZE_IV,17,13,11371,21,36,IRON_III,44,12,9812,46,48,IRON_I,58,14,11878,62,103,IRON_I,0,13,10077,1,14,IRON_III,72,13,11096,133,169,IRON_III,46,11,7684,50,70,IRON_I,27,10,7068
0,30,38,BRONZE_II,75,14,11937,11,14,BRONZE_IV,5,14,12186,28,32,BRONZE_IV,45,14,12809,226,192,SILVER_IV,33,14,11671,18,12,BRONZE_I,45,12,9361,21,36,IRON_III,44,11,8408,21,36,IRON_III,44,12,9468,1,14,IRON_III,72,13,10788,6,9,BRONZE_IV,3,12,8974,24,41,BRONZE_IV,64,11,8307
0,57,70,BRONZE_IV,52,15,13034,146,185,IRON_II,2,14,12700,208,207,IRON_I,30,14,12821,125,140,IRON_II,59,15,13861,113,100,BRONZE_III,16,14,11647,84,94,BRONZE_IV,38,14,12285,313,282,BRONZE_III,7,14,11554,1,14,IRON_III,72,13,11090,192,142,BRONZE_III,14,13,11100,149,134,IRON_I,65,12,8580
0,352,347,BRONZE_IV,11,16,16134,205,220,BRONZE_IV,9,16,15633,49,60,IRON_II,56,16,15892,129,193,IRON_IV,2,13,11335,151,146,BRONZE_IV,15,12,9560,114,154,IRON_II,77,14,11773,5,21,BRONZE_IV,0,14,12524,243,216,BRONZE_III,86,17,17062,131,148,BRONZE_IV,8,14,12566,17,31,IRON_III,5,14,12360
1,123,141,BRONZE_II,14,12,9246,48,52,IRON_I,19,10,6631,13,8,IRON_I,0,10,6136,11,21,IRON_II,41,9,5413,81,98,BRONZE_III,0,7,3938,307,328,BRONZE_IV,43,10,6585,112,99,BRONZE_II,60,10,6128,48,47,BRONZE_II,10,11,7666,230,212,BRONZE_III,0,9,5309,17,31,IRON_III,5,8,4408
1,342,356,BRONZE_IV,74,16,14848,96,108,BRONZE_III,13,15,13321,50,47,BRONZE_III,75,15,13804,114,127,IRON_II,17,15,13277,145,135,IRON_II,87,12,9898,308,303,BRONZE_III,89,15,13301,154,176,BRONZE_II,89,17,18141,169,160,BRONZE_II,66,16,16433,618,552,BRONZE_II,33,18,18603,17,31,IRON_III,5,15,13537
1,5,26,IRON_II,56,16,15113,327,296,BRONZE_III,15,15,14195,113,170,IRON_III,3,13,10711,116,128,BRONZE_III,0,13,10903,135,164,BRONZE_IV,51,12,8640,78,97,BRONZE_IV,46,16,15030,142,154,BRONZE_II,9,16,15096,195,199,BRONZE_III,46,16,15321,220,265,BRONZE_III,27,15,13554,17,31,IRON_III,5,14,11503
0,203,207,BRONZE_IV,19,18,21722,71,93,BRONZE_II,1,18,23649,285,299,BRONZE_III,75,18,21213,25,25,BRONZE_II,23,18,19477,23,31,BRONZE_II,0,17,17467,95,115,BRONZE_III,64,16,16375,43,46,BRONZE_II,4,18,18943,236,225,SILVER_III,1,18,18856,15,14,BRONZE_I,100,17,17582,17,31,IRON_III,5,18,18486
0,113,99,BRONZE_II,23,15,13096,76,85,BRONZE_II,0,14,11491,8,17,BRONZE_II,7,13,10325,17,20,BRONZE_II,0,13,11376,11,10,BRONZE_I,9,12,8953,23,31,BRONZE_II,0,13,10764,13,18,BRONZE_II,79,14,12236,20,23,BRONZE_II,0,12,9954,8,21,IRON_I,66,11,8243,17,31,IRON_III,5,12,8842
1,432,532,BRONZE_IV,92,10,6500,49,56,IRON_I,20,10,6809,409,447,IRON_III,23,8,4753,726,782,IRON_II,49,8,4779,39,26,BRONZE_III,68,9,5439,23,48,IRON_I,0,13,10405,185,202,IRON_II,46,9,6058,18,20,SILVER_II,0,11,7948,69,102,IRON_IV,69,9,5638,17,31,IRON_III,5,9,5679
0,137,132,BRONZE_IV,60,18,20263,197,176,BRONZE_IV,58,18,19782,50,60,IRON_III,48,18,18644,54,55,BRONZE_IV,10,17,16561,20,16,IRON_II,66,18,19325,106,144,IRON_III,60,18,21737,48,50,IRON_II,45,16,15548,441,424,BRONZE_II,25,18,20436,40,38,IRON_III,63,16,15760,16,20,IRON_I,47,15,13798
1,312,378,IRON_III,11,15,14516,290,284,BRONZE_IV,53,17,17492,402,383,SILVER_IV,27,16,15782,155,224,IRON_IV,0,14,11645,80,112,IRON_I,27,16,15181,136,178,IRON_IV,0,17,17293,26,32,IRON_III,70,17,18221,81,68,BRONZE_II,54,17,17465,40,38,IRON_III,63,17,16733,16,20,IRON_I,47,14,12694
0,245,229,SILVER_III,34,15,13121,280,282,IRON_II,89,11,8402,215,242,IRON_III,36,12,8625,253,274,BRONZE_III,3,12,8693,60,68,BRONZE_IV,48,10,7016,48,52,IRON_III,19,12,9860,38,34,BRONZE_II,13,11,7566,72,62,BRONZE_II,0,12,9414,40,38,IRON_III,63,10,7249,16,20,IRON_I,47,10,6846
0,302,299,BRONZE_IV,14,13,10842,151,143,BRONZE_III,0,12,9702,514,512,BRONZE_IV,14,13,10966,33,53,IRON_III,56,11,8037,346,339,IRON_I,0,12,8893,31,26,BRONZE_IV,24,12,8618,159,155,BRONZE_III,48,10,6201,11,29,IRON_IV,61,12,8624,40,38,IRON_III,63,10,6810,18,33,IRON_IV,64,11,7474
0,68,47,BRONZE_IV,95,12,9705,155,133,BRONZE_IV,39,11,8066,379,366,IRON_IV,72,11,8188,139,179,IRON_III,75,10,6247,157,162,BRONZE_III,43,10,6504,33,60,IRON_IV,75,12,8623,19,21,BRONZE_IV,14,11,7837,100,100,BRONZE_IV,37,11,8183,40,38,IRON_III,63,11,7840,188,181,BRONZE_IV,14,10,6891
1,27,33,IRON_I,12,12,8905,251,241,BRONZE_II,13,8,4728,322,290,SILVER_IV,0,10,6252,236,235,SILVER_IV,0,8,4478,115,109,BRONZE_IV,48,8,4543,148,139,BRONZE_III,46,11,7380,82,73,BRONZE_II,6,11,7899,80,62,SILVER_I,35,10,7156,40,38,IRON_III,63,10,6642,60,39,BRONZE_II,42,10,6731
